date,stock_id,name,market,open,high,low,close,volume,ret1,mom3,mom5,mom10,mom20,mom60,ma5,ma10,ma20,ma60,vol20,vol_ma5,vol_ma20,volume_ratio,vol_dry_ratio,high_20,low_20,high_60,low_60,range_20,ma_max,ma_min,ma_converge_pct,ma20_slope,kd_k,kd_d,kd_cross,macd_diff,macd_signal,macd_hist,macd_cross,obv_proxy,obv_mom5,obv_up_count_3,low_non_down_count_3,obv_up_count_5,low_non_down_count_5,obv_up_count_10,low_non_down_count_10,history_count,has_60d_history,turnover,liquidity_score,liquidity_level,liquidity_tag,strategy_type,strategy_name,entry_score,action,action_label,action_sub,note,structure_pre_score,structure_pre_grade,structure_pre_type,structure_pre_reason,structure_pre_hint,structure_pre_patch_version,continuation_quality_score,continuation_quality_grade,continuation_quality_type,continuation_quality_reason,continuation_quality_hint,continuation_quality_patch_version,strategy_bucket_v26657_7,structure_weight_v26657_7,continuation_weight_v26657_7,adjusted_signal_score_v26657_7,structure_rank_v26657_7,adjusted_signal_note_v26657_7
2026-05-07,5904,寶雅,TPEX,575.0,602.0,575.0,598.0,695654.0,0.0,0.0,0.0,0.1283018867924528,0.1748526522593321,0.4857142857142857,598.0,592.2,554.35,507.8333333333333,0.0278511946476219,695654.0,508410.9,1.3682908844007842,1.3682908844007842,602.0,499.0,602.0,393.0,0.1722408026752972,598.0,554.35,0.0729933110366672,0.0440227882667846,91.16223732095206,92.19650848064607,0,26.508499622010618,23.390942857412533,3.117556764598085,0,33331925.0,0.0,0.0,3.0,0.0,5.0,2.0,10.0,2756,True,416001092000.0,77.43,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,11.8,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D平台收斂｜短中均線糾結｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,6.7,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,119.155,22.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,5210,寶碩,TPEX,28.5,29.5,27.4,28.6,1797412.0,0.0,0.0,0.0,0.2434782608695653,0.3119266514183763,0.3619047619047619,28.6,28.025000038146977,25.34999992370605,22.87333333333333,0.0579529764256871,1797412.0,923899.9,1.9454618406171469,1.9454618406171469,29.5,21.950000762939453,29.5,20.0,0.263985987300579,28.6,25.34999992370605,0.1136363663000107,0.0701846967930125,76.2852224584006,80.91769158781466,0,1.797864288153633,1.4656172050171845,0.3322470831364486,0,66787197.0,0.0,0.0,3.0,0.0,5.0,1.0,10.0,2756,True,51405983200.0,76.17,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,8.8,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D平台收斂｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜10D動能轉正｜扣分:單日爆量偏高,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,5.5,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持｜扣分:回檔量放大,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,117.205,35.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,5410,國眾,TPEX,33.5,35.2,33.35,34.8,1077391.0,0.0,0.0,0.0,0.0593607798007995,0.1504132231404957,0.1542288703251528,34.8,34.54000007629394,33.305000171661376,31.30166675567627,0.0229000935390956,1077391.0,786078.05,1.370590363132514,1.370590363132514,35.2,30.25,35.2,29.100000381469727,0.1422413793062575,34.8,33.305000171661376,0.0429597651809098,0.0367315148501649,84.70586079195803,85.44184931705863,0,1.0720820672535538,0.964666418164728,0.1074156490888258,0,179892026.0,0.0,0.0,3.0,0.0,5.0,1.0,10.0,2756,True,37493206800.0,71.2,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,12.0,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D平台收斂｜短中均線糾結｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜量縮後溫和放量｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,6.7,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,119.225,11.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,6967,汎瑋材料,TPEX,82.0,87.6,81.8,86.7,641195.0,0.0,0.0,0.0,0.209205072387741,0.3076922474998487,0.2041666666666666,86.7,85.63000000000001,78.4300001525879,71.4016667175293,0.0412708616257703,641195.0,418198.8,1.5332301288286778,1.5332301288286778,87.6,66.30000305175781,87.6,61.900001525878906,0.2456747052825433,86.7,78.4300001525879,0.0953863880890048,0.0783720608822082,90.48099006175713,90.77641606946447,0,5.00814994161324,4.201789429460431,0.8063605121528088,0,4394062.0,0.0,0.0,3.0,0.0,5.0,2.0,10.0,628,True,55591606500.0,69.09,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,12.0,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D平台收斂｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜量縮後溫和放量｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,6.7,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,119.225,11.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,9960,邁達康,TPEX,34.9,35.15,34.8,34.8,691667.0,0.0,0.0,0.0,0.2608695477904506,0.3727810444309896,0.4935622806651325,34.8,34.10999996185302,30.499999961853025,25.66916658401489,0.0555779737654179,691667.0,388114.25,1.7821221457341443,1.7821221457341443,35.15,25.14999961853028,35.15,21.799999237060547,0.2873563327925966,34.8,30.499999961853025,0.1235632194834313,0.0868596920045464,63.51352802420836,84.14589048939081,0,2.788529956424611,2.470136313978754,0.3183936424458569,0,25470800.0,0.0,0.0,3.0,0.0,5.0,2.0,10.0,2756,True,24070011600.0,65.31,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,8.8,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜量縮後溫和放量｜10D動能轉正｜扣分:長上影壓力,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,5.2,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持｜扣分:長上影壓力,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,116.98,37.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,6498,久禾光,TPEX,93.9,99.6,93.6,99.0,366423.0,0.0,0.0,0.0,0.1012235630663647,0.1314285714285714,0.125,99.0,98.1,95.39500007629394,90.5,0.0277077013975589,366423.0,210763.35,1.7385517928045755,1.7385517928045755,99.6,87.69999694824219,103.5,83.5999984741211,0.1202020510266424,99.0,95.39500007629394,0.0364141406431277,0.0331401942902883,91.55307437446332,88.73459343268675,0,2.4960996756382343,2.1975035449523803,0.298596130685854,0,13741659.0,0.0,0.0,3.0,0.0,5.0,2.0,10.0,2735,True,36275877000.0,62.91,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,12.0,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D平台收斂｜短中均線糾結｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜量縮後溫和放量｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,6.7,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,119.225,11.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,6922,宸曜,TPEX,188.0,190.0,183.0,184.0,251774.0,0.0,0.0,0.0,0.105105105105105,0.1358024691358024,0.1288343558282207,184.0,182.0,173.95,164.15,0.0302872012419058,251774.0,154059.45,1.6342652138508762,1.6342652138508762,190.0,162.0,190.0,145.0,0.1521739130426512,184.0,173.95,0.0546195652170945,0.0423970037450642,56.0872154258668,68.20889964627594,0,6.283946225476228,5.320079330452728,0.9638668950235,0,2112539.0,0.0,0.0,3.0,0.0,5.0,1.0,10.0,773,True,46326416000.0,60.69,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,12.0,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D平台收斂｜短中均線糾結｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜量縮後溫和放量｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,6.7,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,119.225,11.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,6538,倉和,TPEX,81.6,81.6,80.0,80.0,256155.0,0.0,0.0,0.0,0.1095700650911173,0.1188811188811189,0.1887072269294716,80.0,79.0099998474121,75.31499977111817,70.71333281199138,0.0368049716609127,256155.0,178561.15,1.4345505727309584,1.4345505727309584,81.6,69.0999984741211,81.6,62.0,0.1562500190715331,80.0,75.31499977111817,0.0585625028602908,0.0253914249455216,56.37529037036301,72.16745325884804,0,2.720180573608303,2.352113298156005,0.3680672754522982,0,279712578.0,0.0,0.0,3.0,0.0,5.0,1.0,10.0,2609,True,20492400000.0,56.86,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,12.0,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D平台收斂｜短中均線糾結｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜量縮後溫和放量｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,6.7,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,119.225,11.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,6597,立誠,TPEX,82.7,82.8,75.0,78.3,237627.0,0.0,0.0,0.0,0.2731707317073171,0.3137584228965817,0.2629032258064516,78.3,76.47,67.7949998474121,63.151666437784826,0.0706992486021009,237627.0,124174.55,1.91365299894381,1.91365299894381,82.8,56.20000076293945,82.8,55.5,0.3397190196260641,78.3,67.7949998474121,0.1341634757656926,0.0728754538565142,68.21741987824815,76.0209705124914,0,5.019819131200208,3.78508567252872,1.2347334586714895,0,1559292.0,0.0,0.0,3.0,0.0,5.0,1.0,9.0,2021,True,18606194100.0,55.31,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,9.3,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜40D平台收斂｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,5.5,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持｜扣分:回檔量放大,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,117.38,32.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,6651,全宇昕,TPEX,106.0,106.5,103.5,105.0,176584.0,0.0,0.0,0.0,0.1075949010536774,0.1538461538461537,0.2223515498817176,105.0,104.01999969482422,98.71500053405762,95.7416670481364,0.0237891702899517,176584.0,137225.55,1.286815756978192,1.286815756978192,106.5,90.0,106.5,79.19999694824219,0.1571428571413605,105.0,98.71500053405762,0.0598571377703097,0.0423420074789697,75.61805919478154,83.77220699084565,0,3.63965947941422,2.975676272619589,0.6639832067946312,0,57325140.0,0.0,0.0,3.0,0.0,5.0,2.0,10.0,2086,True,18541320000.0,52.8,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,12.0,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D平台收斂｜短中均線糾結｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜量縮後溫和放量｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,6.7,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,119.225,11.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,8455,大拓-KY,TPEX,26.0,26.7,23.3,26.1,109862.0,0.0,0.0,0.0,0.2794117886302381,0.2517985382482857,0.2340425754491668,26.1,25.729999961853025,23.082500000000003,21.947499917348228,0.0441738235037597,109862.0,56140.45,1.9569134198247085,1.9569134198247085,26.7,19.5,26.7,19.5,0.2758620689549477,26.1,23.082500000000003,0.1156130268154936,0.0593161963800492,86.57535831805853,86.71448954506018,0,1.415098454345063,1.050567047091055,0.3645314072540082,0,10442731.0,0.0,0.0,3.0,0.0,5.0,2.0,10.0,2505,True,2867398200.0,35.83,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,10.3,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D平台收斂｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,5.5,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持｜扣分:回檔量放大,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,117.73,30.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,5276,達輝-KY,TPEX,22.1,22.15,20.6,21.2,98113.0,0.0,0.0,0.0,0.1521739369304058,0.3249999999999999,0.3677419354838709,21.2,21.100000076293945,18.457500019073485,16.566666695276897,0.0394489918766793,98113.0,71210.85,1.3777816161441494,1.3777816161441494,22.15,15.050000190734863,22.15,15.0,0.3349056513646334,21.2,18.457500019073485,0.129363206641375,0.0836635811916908,60.51523117311199,72.43581932126135,0,1.5594297025400294,1.3162053682959705,0.2432243342440589,0,8421127.0,0.0,0.0,3.0,0.0,5.0,2.0,10.0,2756,True,2079995600.0,31.71,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,9.3,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜40D平台收斂｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,6.7,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,118.28,27.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,6173,信昌電,TPEX,94.0,101.0,90.3,101.0,36342289.0,0.0,0.0,0.0,0.2198067183266343,0.6082802743156126,0.3988920258875301,101.0,98.51999969482422,89.97000045776367,72.53666648864746,0.0845139708040045,36342289.0,25828623.85,1.4070547935909483,1.4070547935909483,101.0,64.0,101.0,56.900001525878906,0.3663366336597392,101.0,89.97000045776367,0.1092079162586843,0.1289998780946539,98.9642672010886,96.24795959532852,0,8.85076262866275,8.29665250439332,0.55411012426943,0,1925725944.0,0.0,0.0,3.0,0.0,5.0,1.0,9.0,2756,True,3670571189000.0,97.77,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,108.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,7.3,B,起漲結構中,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜10D動能轉正｜扣分:20D漲幅過熱,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,5.5,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持｜扣分:20D漲幅偏熱,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,114.68,41.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,1595,川寶,TPEX,93.1,93.1,87.0,93.1,5815576.0,0.0,0.0,0.0,0.5363036690464251,1.0874440176050857,1.3933161014933018,93.1,90.4499998474121,70.88749954223633,51.05416645050048,0.0972211819270759,5815576.0,4226159.0,1.3760902038943634,1.3760902038943634,93.1,43.25,93.1,37.0,0.5354457572445172,93.1,70.88749954223633,0.2385875451936099,0.2197272799659527,99.6468197003417,98.35497654516702,0,13.3944533983165,11.476238959471791,1.918214438844707,0,106913669.0,0.0,0.0,3.0,0.0,5.0,2.0,10.0,2756,True,541430125600.0,91.43,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,108.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：有過熱或假突破壓力，避免追高。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,5.3,C,結構觀察,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜10D動能轉正｜扣分:距MA20過遠、20D漲幅過熱,有過熱或假突破壓力，避免追高。,v266.57.7.1,5.5,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持｜扣分:20D漲幅偏熱,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,113.98,48.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,6174,安碁,TPEX,41.3,41.3,39.8,41.3,4480399.0,0.0,0.0,0.0,0.3652892561983469,0.7956521739130433,0.8396435900429098,41.3,40.024999923706055,33.972500000000004,26.016666685740155,0.1086654378427707,4480399.0,3352697.85,1.3363563316628722,1.3363563316628722,41.3,22.799999237060547,41.3,20.799999237060547,0.4479419070821189,41.3,33.972500000000004,0.1774213075017572,0.1614529929622039,99.07210449743027,96.54402443327176,0,4.813170706529192,4.295782510361434,0.517388196167758,0,113824990.0,0.0,0.0,3.0,0.0,5.0,1.0,9.0,2756,True,185040478700.0,86.91,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,108.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,7.3,B,起漲結構中,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜10D動能轉正｜扣分:20D漲幅過熱,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,5.5,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持｜扣分:20D漲幅偏熱,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,114.68,41.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,4556,旭然,TPEX,41.3,43.25,39.6,43.25,2340212.0,0.0,0.0,0.0,0.1517976265979188,0.5842491285233027,0.4464883127689463,43.25,42.875,36.73249998092651,30.84166669845581,0.0466516392528673,2340212.0,1625571.35,1.439624289638224,1.439624289638224,43.25,26.5,43.25,26.100000381469727,0.3872832369852652,43.25,36.73249998092651,0.1506936420560183,0.1243495595186336,99.5201599367232,97.8343413065176,0,4.049471605761468,3.578411327785289,0.471060277976179,0,9855745.0,0.0,0.0,3.0,0.0,5.0,2.0,10.0,2755,True,101214169000.0,80.63,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,108.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,7.3,B,起漲結構中,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D低點守住｜接近/站回MA60｜MA60不再下彎｜站回60D區間中上｜10D動能轉正｜扣分:20D漲幅過熱,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,5.5,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持｜扣分:20D漲幅偏熱,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,114.68,41.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
2026-05-07,4561,健椿,TPEX,44.3,44.35,42.65,44.2,1180285.0,0.0,0.0,0.0,0.3253373919731446,0.3684210849542551,-0.0733752768754414,44.2,43.05999992370606,38.97749990463257,37.42333327611288,0.0851513062424946,1180285.0,700756.65,1.6843008196925398,1.6843008196925398,44.35,31.450000762939453,47.59999847412109,31.350000381469727,0.2918551863522329,44.2,38.97749990463257,0.118156110752246,0.0814316445567829,94.54589412651006,91.58879142419008,0,2.6736204834191213,2.0053970564477543,0.6682234269713669,0,195874256.0,0.0,0.0,3.0,0.0,5.0,1.0,9.0,2289,True,52168597000.0,73.54,HIGH,高流動性,ALPHA,ALPHA Trend Momentum,108.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性｜v266.57.7.1：結構：平台壓縮後轉強，可優先觀察起漲/試單。｜續強：回檔承接尚可，若原策略入選，可優先觀察延續。,11.3,A,起漲結構強,20D站上MA20｜MA20走平翻揚｜MA5站上MA10｜接近20日高｜40D平台收斂｜40D低點守住｜接近/站回MA60｜站回60D區間中上｜量縮後溫和放量｜10D動能轉正,平台壓縮後轉強，可優先觀察起漲/試單。,v266.57.7.1,6.7,B,續強品質中,回檔不破前低｜收盤守MA5｜MA5仍在MA10上｜仍站MA20｜10D動能維持,回檔承接尚可，若原策略入選，可優先觀察延續。,v266.57.7.1,ALPHA,0.35,0.75,116.98,37.0,最後後處理補寫：原分數+結構前置分*策略權重+續強品質*策略權重；不覆蓋原策略
